"Character name	title	descriptions	attributes	agent_verbs	patient_verbs	tsne_1_weighted_descriptions_embeddings	tsne_2_weighted_descriptions_embeddings	tsne_3_weighted_descriptions_embeddings	labels"
"Alvin Straight		['start', 'overcome', 'develop', 'want', 'tell', 'continue', 'reply', 'negotiate', 'deduce', 'make', 'show', 'ride', 'explain', 'learn', 'borrow', 'refuse', 'stop', 'express', 'enjoy', 'emerge', 'arrange', 'tell', 'start', 'overcome', 'develop', 'want', 'tell', 'continue', 'reply', 'negotiate', 'deduce', 'make', 'show', 'ride', 'explain', 'learn', 'borrow', 'refuse', 'stop', 'express', 'enjoy', 'emerge', 'arrange', 'tell', 'give', 'find', 'invite', 'describe', 'show', 'admonish', 'sit', 'run', 'trouble', 'tell', 'make', 'give', 'find', 'invite', 'describe', 'show', 'admonish', 'sit', 'run', 'trouble', 'tell', 'make', 'tractor', 'attempt', 'contraption', 'brake', 'mower', 'emphatic', 'ahead', 'ahead', 'tractor', 'attempt', 'contraption', 'brake', 'mower', 'emphatic', 'ahead', 'ahead']	['tractor', 'attempt', 'contraption', 'brake', 'mower', 'emphatic', 'ahead', 'ahead', 'tractor', 'attempt', 'contraption', 'brake', 'mower', 'emphatic', 'ahead', 'ahead']	['start', 'overcome', 'develop', 'want', 'tell', 'continue', 'reply', 'negotiate', 'deduce', 'make', 'show', 'ride', 'explain', 'learn', 'borrow', 'refuse', 'stop', 'express', 'enjoy', 'emerge', 'arrange', 'tell', 'start', 'overcome', 'develop', 'want', 'tell', 'continue', 'reply', 'negotiate', 'deduce', 'make', 'show', 'ride', 'explain', 'learn', 'borrow', 'refuse', 'stop', 'express', 'enjoy', 'emerge', 'arrange', 'tell']	['give', 'find', 'invite', 'describe', 'show', 'admonish', 'sit', 'run', 'trouble', 'tell', 'make', 'give', 'find', 'invite', 'describe', 'show', 'admonish', 'sit', 'run', 'trouble', 'tell', 'make']	12.485385	20.493929	-15.064647	56"
"Rose		['tell', 'look', 'call', 'ask', 'tell', 'look', 'call', 'ask', 'child', 'daughter', 'competent', 'child', 'daughter', 'competent']	['child', 'daughter', 'competent', 'child', 'daughter', 'competent']		['tell', 'look', 'call', 'ask', 'tell', 'look', 'call', 'ask']	-27.457495	-2.093417	-16.620235	36"
"Lyle		['invite', 'appear', 'look', 'ask', 'mention', 'move', 'name', 'brother', 'peace', 'house']	['name', 'brother', 'peace', 'house']	['invite', 'appear', 'look', 'ask', 'mention']	['move']	-22.501503	-8.823283	-18.990458	32"
"Arnold Schmidt	['carpenter']	['reveal', 'return', 'arrest', 'contact', 'carpenter']	['contact']	['reveal', 'return']	['arrest']	27.809982	2.7478225	10.717874	54"
"Aarti		['give', 'refuse', 'love', 'interest', 'make', 'take', 'support', 'help', 'bring', 'consider', 'husband', 'husband']	['husband', 'husband']	['give', 'refuse', 'love', 'interest', 'make']	['take', 'support', 'help', 'bring', 'consider']	9.958606	-15.316593	20.692083	15"
"Co		['tend', 'come', 'burst', 'begin', 'enter', 'implore', 'send', 'kill', 'body', 'help']	['body', 'help']	['tend', 'come', 'burst', 'begin', 'enter']	['implore', 'send', 'kill']	-20.763689	12.748856	11.598684	19"
"Finbar Flynn		['happen', 'get', 'look', 'come', 'handle', 'disappear', 'find', 'find', 'friendship', 'friend']	['friendship', 'friend']	['happen', 'get', 'look', 'come', 'handle', 'disappear']	['find', 'find']	-30.559004	18.913475	1.720563	45"
"Randy Bowers		['run', 'come', 'end', 'escape', 'frame', 'marry', 'help', 'help']	['help', 'help']	['run', 'come', 'end', 'escape']	['frame', 'marry']	-16.856308	3.0818408	-27.044886	23"
"James Gordon	['Sgt.']	['use', 'mention', 'unveil', 'shoot', 'stand', 'start', 'enter', 'lose', 'blow', 'work', 'witness', 'try', 'move', 'track', 'say', 'become', 'save', 'humiliate', 'spot', 'chase', 'realize', 'testify', 'confess', 'let', 'bring', 'promote', 'entrust', 'arrest', 'empower', 'rid', 'blackmail', 'rebuild', 'catch', 'see', 'one', 'honest', 'one', 'effort', 'office', 'call', 'wife', 'plan', 'Sgt.']	['one', 'honest', 'one', 'effort', 'office', 'call', 'wife', 'plan']	['use', 'mention', 'unveil', 'shoot', 'stand', 'start', 'enter', 'lose', 'blow', 'work', 'witness', 'try', 'move', 'track', 'say', 'become', 'save', 'humiliate', 'spot', 'chase', 'realize', 'testify', 'confess', 'let', 'bring']	['promote', 'entrust', 'arrest', 'empower', 'rid', 'blackmail', 'rebuild', 'catch', 'see']	4.272713	-3.6737306	-8.157325	5"
"Carmine Falcone	['boss']	['berate', 'indict', 'import', 'confront', 'use', 'arrest', 'Back', 'expose', 'assassin', 'testifying', 'untouchable', 'insane', 'boss']	['assassin', 'testifying', 'untouchable', 'insane']	['berate', 'indict']	['import', 'confront', 'use', 'arrest', 'Back', 'expose']	2.7819915	38.710674	-11.736064	22"
"John Laroche		['spot', 'shoot', 'introduce', 'spot', 'kill', 'meet']		['spot', 'shoot', 'introduce', 'spot']	['kill', 'meet']	23.788582	-20.593641	-3.4133763	4"
"Emil Halbfass	['dean']	['decide', 'commit', 'form', 'dean', 'guy', 'form', 'dean']	['form', 'dean', 'guy', 'form']	['decide']	['commit']	-24.906614	-9.802526	26.66953	11"
"Nava the Wolf Shaman		['return', 'make', 'find', 'separate', 'wise', 'old', 'named', 'stronger']	['wise', 'old', 'named', 'stronger']	['return', 'make']	['find', 'separate']	-21.905521	-10.849345	-21.577314	32"
"Niju the Evil Wolf	['leader']	['hop', 'ready', 'run', 'swim', 'tell', 'find', 'take', 'wolf', 'leader', 'leader']	['wolf', 'leader']	['hop', 'ready', 'run']	['swim', 'tell', 'find', 'take']	-18.819862	14.529644	29.588472	9"
"K.K.	['businessman']	['arouse', 'arouse', 'daughter', 'daughter', 'businessman']	['daughter', 'daughter']	['arouse']	['arouse']	-9.848017	24.7707	-23.783146	49"
"Kamla		['marry', 'live', 'start', 'take', 'accuse', 'wedding']	['wedding']	['marry', 'live', 'start', 'take']	['accuse']	13.286682	-25.09148	-0.26336306	43"
"Arthur Pimm	['assistant']	['lock', 'remove', 'drive', 'tell', 'want', 'admit', 'look', 'meet', 'pretend', 'learn', 'call', 'declare', 'go', 'find', 'keep', 'contact', 'think', 'speak', 'kill', 'see', 'return', 'persuade', 'provide', 'discover', 'throw', 'throw', 'examine', 'tell', 'see', 'awaken', 'find', 'break', 'arrest', 'rid', 'confront', 'see', 'tap', 'assistant', 'dismay', 'mind', 'daughter', 'suspicious', 'office', 'suspicious', 'skeptical', 'assistant']	['tap', 'assistant', 'dismay', 'mind', 'daughter', 'suspicious', 'office', 'suspicious', 'skeptical']	['lock', 'remove', 'drive', 'tell', 'want', 'admit', 'look', 'meet', 'pretend', 'learn', 'call', 'declare', 'go', 'find', 'keep', 'contact', 'think', 'speak', 'kill', 'see', 'return', 'persuade', 'provide', 'discover', 'throw', 'throw', 'examine']	['tell', 'see', 'awaken', 'find', 'break', 'arrest', 'rid', 'confront', 'see']	-23.458626	12.025546	-22.341434	27"
"Brad Whitaker	['dealer']	['meet', 'progress', 'meet', 'induce', 'kill', 'dealer']		['meet']	['progress', 'meet', 'induce', 'kill']	-1.278621	8.108251	-36.547043	57"
"Kara Milovy		['leave', 'discover', 'drive', 'fly', 'betray', 'convince', 'Vienna', 'Vienna', 'tryst', 'girlfriend']	['Vienna', 'Vienna', 'tryst', 'girlfriend']	['leave', 'discover', 'drive', 'fly']	['betray', 'convince']	-3.3299701	-4.0202765	0.82068837	5"
"Sonny	['gigolo']	['go', 'return', 'turn', 'fall', 'convince', 'meet', 'come', 'go', 'son', 'gigolo']	['son']	['go', 'return', 'turn', 'fall']	['convince', 'meet', 'come', 'go']	27.52647	-16.767555	10.575941	50"
"Tracy Sterling		['room', 'see', 'decide', 'head', 'make', 'feel', 'upset', 'love', 'year', 'dad']	['year', 'dad']	['room', 'see', 'decide', 'head', 'make', 'feel', 'upset']	['love']	-0.32150844	-27.420237	-3.61873	7"
"Josh		['decide', 'wake', 'agree', 'stumble', 'receive', 'approach', 'save', 'walk', 'leave', 'open', 'whereabouts', 'whereabouts', 'knee', 'tendon', 'corpse', 'anxious']	['open', 'whereabouts', 'whereabouts', 'knee', 'tendon', 'corpse', 'anxious']	['decide', 'wake', 'agree', 'stumble', 'receive']	['approach', 'save', 'walk', 'leave']	-16.049786	13.613414	10.621726	19"
"Granny		['begin', 'disguise', 'lead', 'rid', 'shoot']		['begin', 'disguise', 'lead', 'rid']	['shoot']	-3.5013416	2.7481372	38.92645	20"
"Jack McCall		['try', 'ask', 'confront', 'get', 'suffer', 'expend', 'say', 'answer', 'buy', 'appear', 'die', 'talk', 'force', 'get', 'wish', 'pick', 'tell', 'die', 'affect', 'cut', 'die', 'reconcile', 'house', 'father', 'ring', 'alive']	['house', 'father', 'ring', 'alive']	['try', 'ask', 'confront', 'get', 'suffer', 'expend', 'say', 'answer', 'buy', 'appear', 'die', 'talk', 'force', 'get']	['wish', 'pick', 'tell', 'die', 'affect', 'cut', 'die', 'reconcile']	-3.3719182	-5.444807	15.666824	48"
"Aaron	['assistant']	['realize', 'tell', 'get', 'make', 'assistant']		['realize', 'tell']	['get', 'make']	-24.185833	9.7713785	-22.237642	27"
"Diego Delgado		['resent', 'cut', 'meet', 'betray', 'arrest', 'meet']		['resent', 'cut', 'meet', 'betray']	['arrest', 'meet']	28.047003	1.6644402	7.019405	54"
"Derek Foreal	['dealer', 'importer']	['attend', 'reveal', 'attend', 'reveal', 'set', 'set', 'help', 'help', 'connection', 'secret', 'help', 'help', 'help', 'connection', 'secret', 'help', 'dealer', 'importer']	['help', 'help', 'connection', 'secret', 'help', 'help', 'help', 'connection', 'secret', 'help']	['attend', 'reveal', 'attend', 'reveal']	['set', 'set']	-3.8499022	9.094075	-36.33101	57"
"Kevin Dulli	['student']	['tell', 'visit', 'set', 'set', 'student', 'student']	['student']	['tell', 'visit', 'set']	['set']	-13.073925	-14.858109	32.697437	13"
"Mirtha Jung		['get', 'take', 'divorce', 'tell', 'wife']	['wife']	['get', 'take', 'divorce', 'tell']		9.75122	-13.199984	23.689632	15"
"Kristina Jung		['tell', 'photograph', 'daughter', 'sentence', 'actual', 'photograph']	['photograph', 'daughter', 'sentence', 'actual', 'photograph']		['tell']	-13.068857	-23.308949	-9.958446	44"
"Rei		['learn', 'die', 'challenge', 'arrive', 'learn', 'named']	['named']	['learn', 'die', 'challenge']	['arrive', 'learn']	31.616623	6.9031124	-7.9011664	12"
"Yuria		['live', 'refuse', 'vanish', 'grow', 'travel', 'decide', 'take', 'treat', 'grow', 'take', 'travel', 'meet', 'break', 'live', 'hold', 'sentence', 'search', 'search']	['search', 'search']	['live', 'refuse', 'vanish', 'grow', 'travel', 'decide']	['take', 'treat', 'grow', 'take', 'travel', 'meet', 'break', 'live', 'hold', 'sentence']	-26.520578	27.016554	-0.81313306	45"
"Billie Holiday	['singer']	['do', 'agree', 'rid', 'go', 'debut', 'continue', 'sing', 'leave', 'marry', 'come', 'sneak', 'perform', 'experience', 'play', 'run', 'take', 'speak', 'succumb', 'head', 'begin', 'pay', 'feed', 'find', 'rid', 'lock', 'head', 'call', 'pick', 'rap', 'see', 'embark', 'leave', 'tour', 'set', 'career', 'fragile', 'debut', 'hysterical', 'singer']	['set', 'career', 'fragile', 'debut', 'hysterical']	['do', 'agree', 'rid', 'go', 'debut', 'continue', 'sing', 'leave', 'marry', 'come', 'sneak', 'perform', 'experience', 'play', 'run', 'take', 'speak', 'succumb', 'head', 'begin']	['pay', 'feed', 'find', 'rid', 'lock', 'head', 'call', 'pick', 'rap', 'see', 'embark', 'leave', 'tour']	18.793425	-7.235485	-31.45608	30"
"Dustin		['find', 'fall', 'assume', 'tell', 'fall', 'bully', 'house', 'toe', 'car']	['bully', 'house', 'toe', 'car']	['find', 'fall', 'assume', 'tell']	['fall']	7.1364098	-25.013563	-18.51077	51"
"Katherine Thorn		['want', 'suspect', 'beg', 'raise', 'tell', 'recuperate', 'visit', 'attack', 'knock', 'tell', 'bedridden', 'death', 'wife', 'funeral', 'wife', 'child', 'funeral']	['bedridden', 'death', 'wife', 'funeral', 'wife', 'child', 'funeral']	['want', 'suspect', 'beg', 'raise', 'tell', 'recuperate']	['visit', 'attack', 'knock', 'tell']	-25.175673	-10.965551	11.330098	46"
"Dr. Fredericks	['professor']	['refuse', 'recommend', 'recognize', 'prompt', 'kneel', 'resignation', 'professor', 'relationship', 'professor']	['resignation', 'professor', 'relationship']	['refuse', 'recommend', 'recognize']	['prompt', 'kneel']	-27.045696	-5.472857	25.425772	11"
"Ulysses		['work', 'encourage', 'receive', 'praise', 'explain', 'play', 'notify', 'receive', 'know', 'explain', 'encounter', 'museum', 'aide', 'background', 'meeting', 'background', 'museum']	['museum', 'aide', 'background', 'meeting', 'background', 'museum']	['work', 'encourage', 'receive', 'praise', 'explain', 'play']	['notify', 'receive', 'know', 'explain', 'encounter']	2.8495364	-4.3031673	-4.977648	5"
"Laura		['see', 'walk', 'beach', 'name', 'photo', 'photo', 'relationship', 'sweetheart', 'reader']	['photo', 'photo', 'relationship', 'sweetheart', 'reader']	['see', 'walk', 'beach']	['name']	26.11719	13.189891	-13.625706	24"
"Samarth		['hit', 'blow', 'hit', 'understand', 'ask', 'kill', 'kidnap', 'kill', 'attack', 'save', 'plan', 'car', 'driver', 'coma']	['plan', 'car', 'driver', 'coma']	['hit', 'blow', 'hit', 'understand', 'ask', 'kill', 'kidnap']	['kill', 'attack', 'save']	10.2371235	15.834855	-18.245392	56"
"Suraj Bhardwaj	['driver']	['shock', 'reach', 'save', 'decide', 'tell', 'visit', 'leave', 'run', 'spend', 'want', 'hide', 'go', 'leave', 'try', 'make', 'get', 'bother', 'tell', 'fire', 'make', 'attract', 'identity', 'driver', 'driver']	['identity', 'driver']	['shock', 'reach', 'save', 'decide', 'tell', 'visit', 'leave', 'run', 'spend', 'want', 'hide', 'go', 'leave', 'try', 'make']	['get', 'bother', 'tell', 'fire', 'make', 'attract']	37.98441	-0.3111132	-16.88583	8"
"Becky		['find', 'enter', 'find', 'take', 'attack', 'basement']	['basement']	['find', 'enter', 'find']	['take', 'attack']	-20.18421	18.40287	-8.155289	37"
"Mr. Slausen		['dance', 'appear', 'insist', 'offer', 'return', 'take', 'help', 'elude', 'meet', 'kill', 'brother']	['brother']	['dance', 'appear', 'insist', 'offer', 'return', 'take']	['help', 'elude', 'meet', 'kill']	24.556684	-17.792965	9.009449	50"
"Vikram 'Vicki' Chauhan		['leave', 'try', 'kill', 'realize', 'show', 'demand', 'refuse', 'wound', 'transform', 'manage', 'get', 'kill', 'shoot', 'treat', 'tell', 'kill', 'kill', 'spree', 'evil', 'evil', 'story', 'story', 'battle', 'behavior', 'liking', 'hope']	['spree', 'evil', 'evil', 'story', 'story', 'battle', 'behavior', 'liking', 'hope']	['leave', 'try', 'kill', 'realize', 'show', 'demand', 'refuse', 'wound', 'transform', 'manage', 'get']	['kill', 'shoot', 'treat', 'tell', 'kill', 'kill']	-2.0549276	1.6259882	28.0165	20"
"Tamora		['deliver', 'refuse', 'beg', 'persuade', 'approach', 'stop', 'marry', 'kill', 'invite', 'beg', 'spoil', 'son', 'lover', 'Queen', 'son', 'body', 'son', 'presence', 'presence']	['son', 'lover', 'Queen', 'son', 'body', 'son', 'presence', 'presence']	['deliver', 'refuse', 'beg', 'persuade', 'approach']	['stop', 'marry', 'kill', 'invite', 'beg', 'spoil']	-20.322287	13.016764	9.733694	19"
"Robert	['owner']	['couple', 'insist', 'obsess', 'meet', 'owner', 'owner']	['owner']	['couple', 'insist']	['obsess', 'meet']	-10.495398	-7.717044	-37.08488	17"
"Eve		['take', 'leave', 'refer', 'drive', 'recognize', 'steal', 'steal', 'avoid', 'drive', 'named', 'leg', 'lip', 'perfume', 'altercation']	['named', 'leg', 'lip', 'perfume', 'altercation']	['take', 'leave', 'refer', 'drive', 'recognize', 'steal']	['steal', 'avoid', 'drive']	37.199856	-1.7061119	-6.170343	65"
"Sonoshee		['neck', 'target', 'touch', 'reciprocate', 'show', 'reach', 'meet', 'show', 'meet', 'car']	['car']	['neck', 'target', 'touch', 'reciprocate', 'show', 'reach']	['meet', 'show', 'meet']	13.917157	17.046679	-18.344734	56"
"Mike Deerfield		['go', 'kill', 'death', 'body', 'son']	['death', 'body', 'son']	['go']	['kill']	20.95491	24.00757	13.2347555	47"
"Marcela Howard		['help', 'acquire', 'meet', 'acquire', 'marrying']	['marrying']	['help', 'acquire']	['meet', 'acquire']	7.859748	-28.162607	-3.7924926	43"
"Stan Krolak		['doubtful', 'go', 'get', 'refuse', 'leave', 'go', 'help']	['help']	['doubtful', 'go', 'get', 'refuse', 'leave', 'go']		-17.619257	1.861616	-30.838665	23"
"Sarah Tobias		['testify', 'hospitalize', 'enrage', 'rap', 'friend']	['friend']	['testify']	['hospitalize', 'enrage', 'rap']	-1.3679398	-18.166376	24.857424	42"
"Jabba the Hutt		['strike', 'hand', 'agree', 'bring', 'return', 'tell', 'refuse', 'kidnap', 'allow', 'recapture', 'cooperate', 'need', 'strike', 'assure', 'young', 'throat', 'palace', 'route', 'news', 'uncle', 'son']	['young', 'throat', 'palace', 'route', 'news', 'uncle', 'son']	['strike', 'hand', 'agree', 'bring', 'return', 'tell', 'refuse']	['kidnap', 'allow', 'recapture', 'cooperate', 'need', 'strike', 'assure']	5.7720814	2.7445464	2.9511926	5"
"Ziro the Hutt		['agree', 'conspire', 'arrest', 'admit', 'uncle']	['uncle']	['agree', 'conspire']	['arrest', 'admit']	26.163897	-14.771737	9.890587	50"
"Ahsoka Tano		['succeed', 'arrive', 'do', 'enter', 'near', 'manage', 'execute', 'escape', 'ambush', 'bring', 'take', 'do', 'retrieve', 'leave', 'task', 'arrival', 'planet', 'life', 'ship']	['arrival', 'planet', 'life', 'ship']	['succeed', 'arrive', 'do', 'enter', 'near', 'manage']	['execute', 'escape', 'ambush', 'bring', 'take', 'do', 'retrieve', 'leave', 'task']	13.301462	-2.5074196	20.10694	39"
"Mio		['learn', 'pick', 'learn', 'hold', 'lead', 'leave', 'rejoin', 'name', 'discover', 'play', 'confront', 'sword', 'cape', 'challenge']	['sword', 'cape', 'challenge']	['learn', 'pick', 'learn', 'hold', 'lead', 'leave', 'rejoin', 'name', 'discover']	['play', 'confront']	-9.698777	30.05202	9.528503	62"
"Benke		['son', 'father', 'double', 'friend', 'boy']	['father', 'double', 'friend', 'boy']		['son']	23.942068	-12.195603	19.883139	14"
"Cal	['scientist']	['agree', 'inform', 'flee', 'retrieve', 'meet', 'scientist']		['agree', 'inform', 'flee']	['retrieve', 'meet']	-31.058891	5.830033	18.45282	3"
"Capt. Marcus Duvall	['Captain']	['ask', 'shoot', 'shoot', 'pursue', 'get', 'lead', 'execute', 'execute', 'order', 'partner', 'arrive', 'bring', 'lead', 'kill', 'corrupt', 'Captain']	['corrupt']	['ask', 'shoot', 'shoot', 'pursue', 'get', 'lead', 'execute', 'execute', 'order', 'partner', 'arrive']	['bring', 'lead', 'kill']	2.0375986	35.192387	9.576797	25"
"Dr. Alex Sabian	['psychiatrist']	['go', 'appear', 'bring', 'capture', 'make', 'psychiatrist']		['go', 'appear']	['bring', 'capture', 'make']	-33.69224	-10.732809	5.3587165	55"
"Eddy		['relay', 'overhear', 'return', 'buy', 'lose', 'hide', 'tell', 'value', 'father', 'genius', 'savant']	['value', 'father', 'genius', 'savant']	['relay', 'overhear', 'return', 'buy', 'lose', 'hide']	['tell']	-9.990151	-22.75105	-12.079625	44"
"Steve Taggart	['sports writer']	['go', 'get', 'writer', 'editor', 'life', 'sports writer']	['editor', 'life']	['go', 'get', 'writer']		-26.330942	-24.18492	-14.268108	41"
"Aloise Lange	['businessman']	['reflect', 'tell', 'threaten', 'emerge', 'track', 'track', 'let', 'remember', 'hide', 'photo', 'former', 'granddaughter', 'monologue', 'wife', 'photo', 'wife', 'letter', 'hand', 'hand', 'businessman']	['photo', 'former', 'granddaughter', 'monologue', 'wife', 'photo', 'wife', 'letter', 'hand', 'hand']	['reflect', 'tell', 'threaten', 'emerge']	['track', 'track', 'let', 'remember', 'hide']	-7.6631155	27.827305	-22.534878	49"
"Kumar	['actor']	['don', 'return', 'offer', 'notice', 'rush', 'point', 'decide', 'tell', 'find', 'know', 'smoke', 'smoke', 'check', 'run', 'visit', 'make', 'get', 'return', 'explain', 'run', 'tell', 'visit', 'house', 'actor', 'actor']	['house', 'actor']	['don', 'return', 'offer', 'notice', 'rush', 'point', 'decide', 'tell', 'find', 'know', 'smoke', 'smoke', 'check', 'run', 'visit', 'make', 'get', 'return', 'explain']	['run', 'tell', 'visit']	-3.8669446	-39.645298	-12.949504	35"
"Police Inspector Ashok	['Inspector']	['assign', 'hand', 'shoot', 'trail', 'kill', 'kill', 'draw', 'return', 'suspicion', 'suspicion', 'Inspector']	['return', 'suspicion', 'suspicion']	['assign', 'hand', 'shoot', 'trail', 'kill', 'kill', 'draw']		-20.618572	-13.034266	-23.211945	32"
